State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Assam,DIBRUGARH,2005,Rabi       ,Rapeseed &Mustard,670,366
Assam,KARBI ANGLONG,2005,Whole Year ,Tobacco,93,37
Assam,JORHAT,2005,Whole Year ,Arecanut,2329,1117
Assam,KOKRAJHAR,2005,Rabi       ,Moong(Green Gram),329,181
Assam,BONGAIGAON,2005,Summer     ,Rice,7814,14947
Assam,KARIMGANJ,2005,Whole Year ,Potato,1500,2682
Assam,CHIRANG,2005,Whole Year ,Banana,527,6382
Assam,LAKHIMPUR,2005,Whole Year ,Sweet potato,74,230
Assam,GOLAGHAT,2005,Rabi       ,Wheat,1320,1249
Assam,JORHAT,2005,Whole Year ,Tobacco,10,6
Assam,SIVASAGAR,2005,Rabi       ,Gram,14,6
Assam,NAGAON,2005,Whole Year ,Onion,842,1769
Assam,DHEMAJI,2005,Rabi       ,Gram,9,4
Assam,NAGAON,2005,Whole Year ,Turmeric,1302,834
Assam,KOKRAJHAR,2005,Kharif     ,Small millets,461,264
Assam,KAMRUP METRO,2005,Kharif     ,Arhar/Tur,12,10
Assam,SIVASAGAR,2005,Rabi       ,Other  Rabi pulses,579,291
Assam,TINSUKIA,2005,Rabi       ,Gram,25,13
Assam,KARBI ANGLONG,2005,Rabi       ,Gram,489,253
Assam,NALBARI,2005,Rabi       ,Wheat,556,950
Assam,DHEMAJI,2005,Rabi       ,Rapeseed &Mustard,8900,3012
Assam,SIVASAGAR,2005,Whole Year ,Tapioca,12,50
Assam,UDALGURI,2005,Whole Year ,Sweet potato,260,653
Assam,KAMRUP,2005,Rabi       ,Wheat,2503,2846
Assam,GOALPARA,2005,Whole Year ,Turmeric,231,118
Assam,CHIRANG,2005,Kharif     ,Jute,1242,12379
Assam,DHUBRI,2005,Kharif     ,Arhar/Tur,229,167
Assam,UDALGURI,2005,Kharif     ,Cotton(lint),4,2
Assam,DHUBRI,2005,Rabi       ,Wheat,7894,7123
Assam,JORHAT,2005,Whole Year ,Sugarcane,240,7802
Assam,CACHAR,2005,Rabi       ,Masoor,21,11
Assam,KOKRAJHAR,2005,Whole Year ,Dry chillies,1049,751
Assam,HAILAKANDI,2005,Kharif     ,Jute,25,255
Assam,NALBARI,2005,Whole Year ,Onion,167,167
Assam,GOLAGHAT,2005,Kharif     ,Mesta,6,24
Assam,BARPETA,2005,Whole Year ,Arecanut,6610,7577
Assam,NAGAON,2005,Rabi       ,Moong(Green Gram),757,307
Assam,SONITPUR,2005,Kharif     ,Jute,1940,18060
Assam,DHEMAJI,2005,Whole Year ,Arecanut,978,1163
Assam,GOALPARA,2005,Kharif     ,Maize,132,77
Assam,DIBRUGARH,2005,Rabi       ,Other  Rabi pulses,746,372
Assam,DHUBRI,2005,Whole Year ,Sweet potato,2167,9101
Assam,GOLAGHAT,2005,Kharif     ,Castor seed,10,6
Assam,CACHAR,2005,Kharif     ,Jute,73,745
Assam,JORHAT,2005,Whole Year ,Tapioca,9,45
Assam,DIBRUGARH,2005,Summer     ,Rice,185,329
Assam,CHIRANG,2005,Whole Year ,Tapioca,130,556
Assam,HAILAKANDI,2005,Autumn     ,Rice,6000,12457
Assam,CACHAR,2005,Kharif     ,Cotton(lint),97,36
Assam,BONGAIGAON,2005,Rabi       ,Linseed,363,152
Assam,DARRANG,2005,Rabi       ,Wheat,1527,2214
Assam,BONGAIGAON,2005,Rabi       ,Other  Rabi pulses,4362,2378
Assam,KAMRUP METRO,2005,Whole Year ,Sugarcane,34,1871
Assam,KOKRAJHAR,2005,Whole Year ,Banana,846,14444
Assam,DHUBRI,2005,Rabi       ,Moong(Green Gram),128,68
Assam,DARRANG,2005,Kharif     ,Niger seed,195,98
Assam,KARIMGANJ,2005,Autumn     ,Rice,6500,11474
Assam,HAILAKANDI,2005,Rabi       ,Gram,5,2
Assam,LAKHIMPUR,2005,Kharif     ,Arhar/Tur,59,41
Assam,BAKSA,2005,Kharif     ,Mesta,98,381
Assam,DIBRUGARH,2005,Rabi       ,Gram,7,3
Assam,KARIMGANJ,2005,Kharif     ,Maize,13,7
Assam,UDALGURI,2005,Kharif     ,Niger seed,773,397
Assam,BAKSA,2005,Rabi       ,Moong(Green Gram),295,126
Assam,DHEMAJI,2005,Whole Year ,Onion,124,328
Assam,TINSUKIA,2005,Rabi       ,Moong(Green Gram),78,31
Assam,KARBI ANGLONG,2006,Whole Year ,Tapioca,354,1807
Assam,NAGAON,2006,Kharif     ,Cotton(lint),13,5
Assam,BARPETA,2006,Rabi       ,Peas & beans (Pulses),1965,1572
Assam,BARPETA,2006,Whole Year ,Tobacco,19,13
Assam,TINSUKIA,2006,Rabi       ,Moong(Green Gram),82,33
Assam,KARBI ANGLONG,2006,Whole Year ,Onion,289,656
Assam,BAKSA,2006,Whole Year ,Arecanut,4136,3174
Assam,CACHAR,2006,Rabi       ,Masoor,36,19
Assam,CHIRANG,2006,Whole Year ,Banana,525,6347
Assam,MARIGAON,2006,Rabi       ,Peas & beans (Pulses),670,670
Assam,NALBARI,2006,Whole Year ,Dry chillies,380,242
Assam,SIVASAGAR,2006,Whole Year ,Sweet potato,98,373
Assam,DARRANG,2006,Rabi       ,Peas & beans (Pulses),397,282
Assam,JORHAT,2006,Rabi       ,Moong(Green Gram),632,308
Assam,BARPETA,2006,Rabi       ,Masoor,2613,1307
Assam,BONGAIGAON,2006,Whole Year ,Arecanut,1738,1588
Assam,JORHAT,2006,Rabi       ,Urad,2786,983
Assam,MARIGAON,2006,Rabi       ,Urad,655,229
Assam,UDALGURI,2006,Rabi       ,Linseed,712,294
Assam,NAGAON,2006,Whole Year ,Tobacco,18,8
Assam,NAGAON,2006,Whole Year ,Turmeric,1354,867
Assam,KOKRAJHAR,2006,Rabi       ,Other  Rabi pulses,322,153
Assam,GOLAGHAT,2006,Kharif     ,Jute,551,3608
Assam,GOALPARA,2006,Kharif     ,Niger seed,950,475
Assam,NALBARI,2006,Rabi       ,Wheat,950,986
Assam,DHEMAJI,2006,Kharif     ,Mesta,5,16
Assam,GOALPARA,2006,Kharif     ,Cotton(lint),7,3
Assam,BARPETA,2006,Whole Year ,Sweet potato,626,1565
Assam,MARIGAON,2006,Kharif     ,Small millets,223,98
Assam,CACHAR,2006,Whole Year ,Tapioca,30,129
Assam,JORHAT,2006,Whole Year ,Arecanut,2504,1423
Assam,HAILAKANDI,2006,Rabi       ,Other  Rabi pulses,2205,1257
Assam,DIMA HASAO,2006,Kharif     ,Mesta,2,9
Assam,DHEMAJI,2006,Whole Year ,Onion,100,263
Assam,TINSUKIA,2006,Kharif     ,Maize,967,580
Assam,BAKSA,2006,Kharif     ,Sesamum,471,246
Assam,DHUBRI,2006,Rabi       ,Wheat,7130,8917
Assam,TINSUKIA,2006,Rabi       ,Other  Rabi pulses,70,34
Assam,KARIMGANJ,2006,Kharif     ,Maize,13,7
Assam,NAGAON,2006,Kharif     ,Niger seed,399,203
Assam,SIVASAGAR,2006,Kharif     ,Arhar/Tur,26,16
Assam,KOKRAJHAR,2006,Whole Year ,Dry chillies,1021,730
Assam,KAMRUP,2006,Rabi       ,Moong(Green Gram),584,207
Assam,JORHAT,2006,Whole Year ,Sweet potato,36,102
Assam,DARRANG,2006,Whole Year ,Banana,257,3341
Assam,UDALGURI,2006,Rabi       ,Peas & beans (Pulses),941,475
Assam,KOKRAJHAR,2006,Kharif     ,Mesta,1116,6102
Assam,GOALPARA,2006,Whole Year ,Dry chillies,270,187
Assam,NAGAON,2006,Kharif     ,Sesamum,1258,553
Assam,DIMA HASAO,2006,Winter     ,Rice,7755,10847
Assam,UDALGURI,2006,Whole Year ,Tobacco,1,1
Assam,KARBI ANGLONG,2006,Kharif     ,Small millets,216,72
Assam,SONITPUR,2006,Rabi       ,Peas & beans (Pulses),2225,1188
Assam,DHUBRI,2006,Whole Year ,Tapioca,83,263
Assam,CHIRANG,2006,Rabi       ,Wheat,1814,2053
Assam,KAMRUP METRO,2006,Rabi       ,Urad,200,117
Assam,HAILAKANDI,2006,Summer     ,Rice,1350,2723
Assam,KARBI ANGLONG,2006,Kharif     ,Niger seed,296,149
Assam,NAGAON,2006,Rabi       ,Peas & beans (Pulses),2219,719
Assam,TINSUKIA,2006,Whole Year ,Arecanut,1720,1160
Assam,KARBI ANGLONG,2006,Autumn     ,Rice,10498,13150
Assam,BAKSA,2006,Rabi       ,Rapeseed &Mustard,10758,5228
Assam,NALBARI,2006,Rabi       ,Gram,12,5
Assam,DHUBRI,2006,Rabi       ,Rapeseed &Mustard,8332,3954
Assam,DHEMAJI,2006,Whole Year ,Turmeric,259,171
Assam,BONGAIGAON,2006,Rabi       ,Masoor,1605,910
Assam,HAILAKANDI,2006,Whole Year ,Banana,1350,16756
Assam,DIMA HASAO,2006,Kharif     ,Niger seed,1,1
Assam,SIVASAGAR,2006,Whole Year ,Onion,80,202
Assam,DHUBRI,2006,Whole Year ,Banana,921,14085
Assam,CHIRANG,2006,Kharif     ,Castor seed,26,11
Assam,CHIRANG,2007,Kharif     ,Castor seed,16,7
Assam,LAKHIMPUR,2007,Kharif     ,Small millets,30,17
Assam,DIMA HASAO,2007,Winter     ,Rice,8292,17594
Assam,KARIMGANJ,2007,Whole Year ,Tobacco,7,4
Assam,BAKSA,2007,Kharif     ,Maize,205,154
Assam,NAGAON,2007,Rabi       ,Moong(Green Gram),1016,412
Assam,KAMRUP METRO,2007,Kharif     ,Mesta,13,62
Assam,DHEMAJI,2007,Kharif     ,Arhar/Tur,31,23
Assam,KOKRAJHAR,2007,Whole Year ,Onion,335,938
Assam,DHEMAJI,2007,Rabi       ,Urad,775,326
Assam,GOLAGHAT,2007,Whole Year ,Dry chillies,255,166
Assam,MARIGAON,2007,Whole Year ,Black pepper,131,224
Assam,JORHAT,2007,Autumn     ,Rice,4520,4281
Assam,SONITPUR,2007,Rabi       ,Other  Rabi pulses,202,106
Assam,BONGAIGAON,2007,Kharif     ,Cotton(lint),2,1
Assam,BONGAIGAON,2007,Rabi       ,Other  Rabi pulses,387,189
Assam,TINSUKIA,2007,Whole Year ,Sweet potato,163,539
Assam,KOKRAJHAR,2007,Rabi       ,Other  Rabi pulses,591,285
Assam,BARPETA,2007,Whole Year ,Sweet potato,630,1575
Assam,KAMRUP METRO,2007,Kharif     ,Arhar/Tur,75,60
Assam,LAKHIMPUR,2007,Kharif     ,Jute,372,2023
Assam,DIMA HASAO,2007,Whole Year ,Turmeric,282,152
Assam,DIMA HASAO,2007,Kharif     ,Maize,1564,1173
Assam,NAGAON,2007,Kharif     ,Small millets,220,92
Assam,LAKHIMPUR,2007,Whole Year ,Tobacco,22,13
Assam,SONITPUR,2007,Whole Year ,Onion,335,1458
Assam,BARPETA,2007,Rabi       ,Linseed,2034,1118
Assam,DIMA HASAO,2007,Whole Year ,Sweet potato,57,279
Assam,GOLAGHAT,2007,Kharif     ,Arhar/Tur,175,119
Assam,KAMRUP METRO,2007,Rabi       ,Moong(Green Gram),51,18
Assam,BARPETA,2007,Rabi       ,Wheat,7356,9480
Assam,JORHAT,2007,Whole Year ,Sweet potato,42,118
Assam,KARIMGANJ,2007,Rabi       ,Other  Rabi pulses,724,272
Assam,MARIGAON,2007,Rabi       ,Other  Rabi pulses,183,38
Assam,GOALPARA,2007,Rabi       ,Gram,116,51
Assam,KAMRUP,2007,Rabi       ,Urad,1131,683
Assam,KAMRUP METRO,2007,Kharif     ,Castor seed,2,1
Assam,DIBRUGARH,2007,Rabi       ,Moong(Green Gram),22,10
Assam,KAMRUP METRO,2007,Whole Year ,Onion,63,185
Assam,DARRANG,2007,Rabi       ,Moong(Green Gram),325,165
Assam,CHIRANG,2007,Whole Year ,Sugarcane,52,1980
Assam,HAILAKANDI,2007,Kharif     ,Niger seed,7,4
Assam,CACHAR,2007,Rabi       ,Masoor,26,13
Assam,UDALGURI,2007,Kharif     ,Maize,333,208
Assam,GOALPARA,2007,Rabi       ,Masoor,1135,533
Assam,KOKRAJHAR,2007,Rabi       ,Gram,92,47
Assam,NALBARI,2007,Kharif     ,Niger seed,1325,689
Assam,CACHAR,2007,Whole Year ,Potato,1986,7675
Assam,KARIMGANJ,2007,Kharif     ,Cotton(lint),43,18
Assam,DARRANG,2007,Whole Year ,Turmeric,329,199
Assam,DIBRUGARH,2007,Whole Year ,Onion,30,51
Assam,SONITPUR,2007,Rabi       ,Wheat,4829,6769
Assam,TINSUKIA,2007,Rabi       ,Peas & beans (Pulses),630,258
Assam,CACHAR,2007,Whole Year ,Turmeric,281,537
Assam,BARPETA,2007,Whole Year ,Onion,399,598
Assam,KAMRUP,2007,Kharif     ,Arhar/Tur,181,145
Assam,KOKRAJHAR,2007,Whole Year ,Tapioca,736,3522
Assam,KOKRAJHAR,2007,Kharif     ,Mesta,1211,6621
Assam,JORHAT,2007,Rabi       ,Urad,3260,1178
Assam,CACHAR,2007,Kharif     ,Maize,105,52
Assam,BAKSA,2007,Whole Year ,Onion,250,250
Assam,KARBI ANGLONG,2007,Kharif     ,Castor seed,565,229
Assam,HAILAKANDI,2007,Whole Year ,Tapioca,2,9
Assam,KAMRUP,2007,Kharif     ,Maize,292,181
Assam,SIVASAGAR,2007,Rabi       ,Gram,11,4
Assam,GOLAGHAT,2008,Whole Year ,Dry ginger,1099,7172
Assam,KAMRUP METRO,2008,Rabi       ,Blackgram,192,111
Assam,SONITPUR,2008,Whole Year ,Onion,329,1518
Assam,DIBRUGARH,2008,Kharif     ,Arhar/Tur,18,14
Assam,DIBRUGARH,2008,Whole Year ,Tapioca,12,49
Assam,CACHAR,2008,Autumn     ,Rice,8350,13808
Assam,HAILAKANDI,2008,Whole Year ,Dry ginger,130,656
Assam,NALBARI,2008,Whole Year ,Tobacco,1,1
Assam,BONGAIGAON,2008,Kharif     ,Mesta,393,2537
Assam,DIBRUGARH,2008,Rabi       ,Blackgram,285,165
Assam,NAGAON,2008,Whole Year ,Black pepper,268,383
Assam,CHIRANG,2008,Whole Year ,Dry ginger,273,1901
Assam,MARIGAON,2008,Rabi       ,Rapeseed &Mustard,5500,2684
Assam,GOLAGHAT,2008,Kharif     ,Small millets,94,42
Assam,BONGAIGAON,2008,Whole Year ,Tapioca,153,653
Assam,DHEMAJI,2008,Whole Year ,Potato,4510,16810
Assam,DIBRUGARH,2008,Rabi       ,Urad,285,165
Assam,HAILAKANDI,2008,Kharif     ,Cotton(lint),55,21
Assam,TINSUKIA,2008,Whole Year ,Sweet potato,150,509
Assam,LAKHIMPUR,2008,Kharif     ,Arhar/Tur,54,37
Assam,TINSUKIA,2008,Whole Year ,Dry chillies,131,79
Assam,KAMRUP,2008,Rabi       ,Linseed,262,127
Assam,NALBARI,2008,Kharif     ,Sesamum,330,172
Assam,DHEMAJI,2008,Kharif     ,Arhar/Tur,31,23
Assam,NAGAON,2008,Whole Year ,Tapioca,27,109
Assam,NALBARI,2008,Rabi       ,Gram,12,6
Assam,CHIRANG,2008,Kharif     ,Cotton(lint),2,1
Assam,NALBARI,2008,Kharif     ,Mesta,60,234
Assam,JORHAT,2008,Rabi       ,Urad,1890,877
Assam,NALBARI,2008,Rabi       ,Blackgram,600,328
Assam,KARIMGANJ,2008,Whole Year ,Arecanut,2070,786
Assam,NAGAON,2008,Rabi       ,Wheat,3565,3291
Assam,DHUBRI,2008,Rabi       ,Rapeseed &Mustard,11332,5969
Assam,SIVASAGAR,2008,Kharif     ,Castor seed,8,4
Assam,SONITPUR,2008,Kharif     ,Mesta,205,1481
Assam,CHIRANG,2008,Whole Year ,Onion,190,381
Assam,KAMRUP,2008,Whole Year ,Onion,760,2226
Assam,CACHAR,2008,Rabi       ,Linseed,30,14
Assam,KAMRUP,2008,Rabi       ,Rapeseed &Mustard,7957,3408
Assam,JORHAT,2008,Whole Year ,Onion,77,169
Assam,BARPETA,2008,Rabi       ,Peas & beans (Pulses),1382,1105
Assam,DIBRUGARH,2008,Kharif     ,Jute,8,86
Assam,LAKHIMPUR,2008,Rabi       ,Blackgram,1515,1079
Assam,HAILAKANDI,2008,Kharif     ,Small millets,5,3
Assam,DARRANG,2008,Kharif     ,Sesamum,640,394
Assam,CACHAR,2008,Rabi       ,Moong(Green Gram),34,17
Assam,GOALPARA,2008,Rabi       ,Moong(Green Gram),225,94
Assam,GOLAGHAT,2008,Rabi       ,Masoor,633,392
Assam,GOALPARA,2008,Whole Year ,Tapioca,190,929
Assam,SIVASAGAR,2008,Whole Year ,Dry ginger,267,1511
Assam,JORHAT,2008,Whole Year ,Dry ginger,433,2949
Assam,GOALPARA,2008,Kharif     ,Niger seed,1020,510
Assam,TINSUKIA,2008,Whole Year ,Tapioca,38,152
Assam,BARPETA,2008,Whole Year ,Sugarcane,280,10748
Assam,TINSUKIA,2008,Rabi       ,Peas & beans (Pulses),560,230
Assam,MARIGAON,2008,Whole Year ,Onion,300,795
Assam,KARIMGANJ,2008,Whole Year ,Dry chillies,167,92
Assam,GOLAGHAT,2008,Whole Year ,Sweet potato,135,337
Assam,GOLAGHAT,2008,Kharif     ,Maize,151,82
Assam,DHEMAJI,2008,Rabi       ,Peas & beans (Pulses),650,427
Assam,MARIGAON,2008,Whole Year ,Sweet potato,227,732
Assam,KARIMGANJ,2008,Kharif     ,Cotton(lint),37,15
Assam,DIMA HASAO,2008,Kharif     ,Sesamum,546,312
Assam,DARRANG,2008,Whole Year ,Turmeric,558,338
Assam,KARBI ANGLONG,2008,Rabi       ,Linseed,114,49
Assam,JORHAT,2008,Whole Year ,Black pepper,647,807
Assam,KARIMGANJ,2008,Autumn     ,Rice,5243,8683
Assam,BONGAIGAON,2008,Rabi       ,Wheat,5383,6636
Assam,MARIGAON,2009,Kharif     ,Cotton(lint),6,3
Assam,CACHAR,2009,Kharif     ,Jute,53,579
Assam,TINSUKIA,2009,Whole Year ,Arecanut,2079,1009
Assam,GOALPARA,2009,Whole Year ,Sweet potato,410,1338
Assam,UDALGURI,2009,Whole Year ,Dry chillies,492,305
Assam,KARBI ANGLONG,2009,Kharif     ,Arhar/Tur,1257,900
Assam,KOKRAJHAR,2009,Whole Year ,Tobacco,104,53
Assam,KARIMGANJ,2009,Whole Year ,Arecanut,2120,641
Assam,GOLAGHAT,2009,Whole Year ,Arecanut,6061,5076
Assam,DIBRUGARH,2009,Whole Year ,Banana,502,7075
Assam,TINSUKIA,2009,Rabi       ,Rapeseed &Mustard,7705,4477
Assam,SONITPUR,2009,Whole Year ,Tapioca,147,672
Assam,DHEMAJI,2009,Summer     ,Rice,4462,3862
Assam,CACHAR,2009,Whole Year ,Sweet potato,161,846
Assam,KOKRAJHAR,2009,Rabi       ,Moong(Green Gram),60,33
Assam,JORHAT,2009,Kharif     ,Maize,62,32
Assam,NAGAON,2009,Kharif     ,Maize,415,278
Assam,NAGAON,2009,Whole Year ,Tobacco,19,9
Assam,NALBARI,2009,Rabi       ,Banana,1280,18403
Assam,DHUBRI,2009,Kharif     ,Sesamum,932,467
Assam,KAMRUP,2009,Rabi       ,Peas & beans (Pulses),1596,1273
Assam,GOALPARA,2009,Whole Year ,Arecanut,3200,4609
Assam,NALBARI,2009,Rabi       ,Wheat,502,547
Assam,CHIRANG,2009,Rabi       ,Wheat,1748,2426
Assam,SONITPUR,2009,Rabi       ,Masoor,1049,559
Assam,DHEMAJI,2009,Whole Year ,Dry ginger,380,3302
Assam,CACHAR,2009,Kharif     ,Mesta,7,31
Assam,KAMRUP,2009,Kharif     ,Sesamum,336,141
Assam,UDALGURI,2009,Kharif     ,Mesta,523,2179
Assam,HAILAKANDI,2009,Whole Year ,Black pepper,39,75
Assam,JORHAT,2009,Rabi       ,Gram,4,2
Assam,TINSUKIA,2009,Kharif     ,Arhar/Tur,112,83
Assam,KARBI ANGLONG,2009,Whole Year ,Dry ginger,2481,17448
Assam,NAGAON,2009,Rabi       ,Urad,2301,1613
Assam,GOLAGHAT,2009,Rabi       ,Rapeseed &Mustard,7100,2879
Assam,KAMRUP,2009,Kharif     ,Arhar/Tur,171,136
Assam,SIVASAGAR,2009,Whole Year ,Dry chillies,100,78
Assam,SIVASAGAR,2009,Whole Year ,Potato,945,5791
Assam,GOLAGHAT,2009,Kharif     ,Cotton(lint),15,6
Assam,TINSUKIA,2009,Kharif     ,Sesamum,82,35
Assam,JORHAT,2009,Rabi       ,Moong(Green Gram),1475,707
Assam,MARIGAON,2009,Whole Year ,Banana,1250,15625
Assam,DHUBRI,2009,Whole Year ,Onion,640,1663
Assam,NALBARI,2009,Whole Year ,Potato,1550,13604
Assam,SONITPUR,2009,Rabi       ,Urad,2487,1802
Assam,UDALGURI,2009,Rabi       ,Banana,541,7175
Assam,DHUBRI,2009,Whole Year ,Dry chillies,1376,986
Assam,KOKRAJHAR,2009,Whole Year ,Black pepper,335,545
Assam,TINSUKIA,2009,Rabi       ,Wheat,102,111
Assam,DIBRUGARH,2009,Whole Year ,Turmeric,104,59
Assam,DHEMAJI,2009,Whole Year ,Sweet potato,105,324
Assam,BONGAIGAON,2009,Rabi       ,Banana,638,7940
Assam,KARIMGANJ,2009,Kharif     ,Sesamum,12,5
Assam,BAKSA,2009,Rabi       ,Peas & beans (Pulses),1046,819
Assam,BARPETA,2009,Whole Year ,Sugarcane,325,12710
Assam,MARIGAON,2009,Rabi       ,Masoor,568,389
Assam,DIBRUGARH,2009,Summer     ,Rice,75,164
Assam,DHUBRI,2009,Whole Year ,Turmeric,324,243
Assam,TINSUKIA,2009,Kharif     ,Small millets,30,12
Assam,JORHAT,2009,Rabi       ,Masoor,66,33
Assam,GOALPARA,2009,Kharif     ,Maize,145,84
Assam,DIBRUGARH,2009,Whole Year ,Dry chillies,189,131
Assam,DARRANG,2009,Kharif     ,Niger seed,286,143
Assam,GOLAGHAT,2009,Whole Year ,Sweet potato,89,224
Assam,KARIMGANJ,2009,Rabi       ,Linseed,21,9
Assam,NAGAON,2009,Whole Year ,Turmeric,1750,1126
Assam,CACHAR,2009,Whole Year ,Arecanut,4478,2435
Assam,BAKSA,2009,Rabi       ,Gram,94,42
Assam,NALBARI,2009,Kharif     ,Sesamum,330,172
Assam,KAMRUP METRO,2009,Rabi       ,Urad,181,102
Assam,BAKSA,2009,Kharif     ,Maize,193,145
Assam,BONGAIGAON,2009,Whole Year ,Tobacco,21,11
Assam,DARRANG,2009,Whole Year ,Sweet potato,183,458
Assam,CACHAR,2009,Autumn     ,Rice,8276,16457
Assam,DIBRUGARH,2009,Whole Year ,Onion,47,80
Assam,KAMRUP METRO,2009,Kharif     ,Castor seed,3,1
Assam,BARPETA,2010,Whole Year ,Sugarcane,356,12885
Assam,HAILAKANDI,2010,Kharif     ,Jute,40,402
Assam,DHEMAJI,2010,Rabi       ,Masoor,92,38
Assam,CACHAR,2010,Whole Year ,Dry ginger,232,1610
Assam,SIVASAGAR,2010,Whole Year ,Potato,1028,7536
Assam,TINSUKIA,2010,Rabi       ,Urad,1780,1962
Assam,NAGAON,2010,Whole Year ,Onion,608,1314
Assam,DIMA HASAO,2010,Rabi       ,Banana,875,12688
Assam,GOALPARA,2010,Kharif     ,Mesta,215,1038
Assam,GOALPARA,2010,Rabi       ,Arecanut,3200,4609
Assam,JORHAT,2010,Autumn     ,Rice,3353,3205
Assam,MARIGAON,2010,Kharif     ,Cotton(lint),6,3
Assam,DIBRUGARH,2010,Whole Year ,Sugarcane,64,2317
Assam,GOALPARA,2010,Rabi       ,Urad,3025,1918
Assam,DARRANG,2010,Kharif     ,Small millets,45,30
Assam,BAKSA,2010,Rabi       ,Banana,680,9956
Assam,SONITPUR,2010,Whole Year ,Tapioca,163,745
Assam,TINSUKIA,2010,Rabi       ,Wheat,52,65
Assam,UDALGURI,2010,Rabi       ,Linseed,303,131
Assam,DARRANG,2010,Rabi       ,Moong(Green Gram),217,110
Assam,DARRANG,2010,Whole Year ,Turmeric,566,342
Assam,UDALGURI,2010,Whole Year ,Tapioca,266,1131
Assam,BARPETA,2010,Whole Year ,Tapioca,406,2030
Assam,KARIMGANJ,2010,Rabi       ,Masoor,16,7
Assam,CACHAR,2010,Kharif     ,Small millets,20,10
Assam,SIVASAGAR,2010,Kharif     ,Cotton(lint),4,3
Assam,BONGAIGAON,2010,Rabi       ,Wheat,5555,6946
Assam,MARIGAON,2010,Whole Year ,Dry chillies,408,245
Assam,CHIRANG,2010,Rabi       ,Rapeseed &Mustard,8557,3438
Assam,JORHAT,2010,Whole Year ,Onion,162,356
Assam,DIMA HASAO,2010,Whole Year ,Dry chillies,381,218
Assam,LAKHIMPUR,2010,Rabi       ,Gram,23,9
Assam,HAILAKANDI,2010,Kharif     ,Arhar/Tur,170,118
Assam,LAKHIMPUR,2010,Rabi       ,Masoor,1222,563
Assam,SONITPUR,2010,Kharif     ,Arhar/Tur,470,386
Assam,UDALGURI,2010,Whole Year ,Tobacco,2,1
Assam,DHUBRI,2010,Kharif     ,Sesamum,750,375
Assam,DHEMAJI,2010,Rabi       ,Peas & beans (Pulses),474,301
Assam,NALBARI,2010,Rabi       ,Masoor,960,289
Assam,GOLAGHAT,2010,Whole Year ,Tapioca,41,161
Assam,LAKHIMPUR,2010,Whole Year ,Turmeric,845,550
Assam,SIVASAGAR,2010,Kharif     ,Sesamum,43,14
Assam,KAMRUP METRO,2010,Rabi       ,Urad,228,127
Assam,LAKHIMPUR,2010,Kharif     ,Mesta,8,32
Assam,TINSUKIA,2010,Rabi       ,Moong(Green Gram),83,33
Assam,KAMRUP METRO,2010,Kharif     ,Small millets,34,16
Assam,MARIGAON,2010,Rabi       ,Arecanut,1331,1347
Assam,DIMA HASAO,2010,Summer     ,Rice,14,36
Assam,GOLAGHAT,2010,Rabi       ,Gram,2,1
Assam,KARBI ANGLONG,2010,Kharif     ,Castor seed,391,159
Assam,JORHAT,2010,Kharif     ,Sesamum,72,39
Assam,TINSUKIA,2010,Autumn     ,Rice,6278,12549
Assam,SONITPUR,2010,Kharif     ,Small millets,70,34
Assam,DHUBRI,2010,Rabi       ,Urad,6500,4117
Assam,CHIRANG,2010,Rabi       ,Masoor,1382,714
Assam,DARRANG,2010,Rabi       ,Wheat,2917,5236
Assam,KAMRUP METRO,2010,Rabi       ,Peas & beans (Pulses),185,154
Assam,HAILAKANDI,2010,Whole Year ,Potato,830,3483
Assam,KAMRUP METRO,2010,Whole Year ,Turmeric,199,202
Assam,BARPETA,2010,Kharif     ,Arhar/Tur,434,312
Assam,SONITPUR,2010,Kharif     ,Niger seed,309,175
Assam,KARBI ANGLONG,2010,Rabi       ,Arecanut,1346,1861
Assam,BAKSA,2010,Rabi       ,Wheat,868,1276
Assam,DHUBRI,2010,Kharif     ,Mesta,703,3217
Assam,DHEMAJI,2010,Whole Year ,Black pepper,32,41
Assam,BONGAIGAON,2010,Rabi       ,Banana,660,8299
Assam,HAILAKANDI,2010,Kharif     ,Cotton(lint),55,20
Assam,NAGAON,2010,Kharif     ,Arhar/Tur,975,662
Assam,DIBRUGARH,2010,Whole Year ,Sweet potato,120,263
Assam,KOKRAJHAR,2010,Whole Year ,Tapioca,736,3522
Assam,DHUBRI,2010,Rabi       ,Banana,965,14358
Assam,CACHAR,2010,Whole Year ,Tobacco,6,4
Assam,GOALPARA,2010,Rabi       ,Wheat,2200,2902
Assam,KARIMGANJ,2010,Kharif     ,Maize,20,10
Assam,BONGAIGAON,2010,Rabi       ,Arecanut,1563,1721
Assam,NAGAON,2010,Kharif     ,Cotton(lint),19,7
Assam,UDALGURI,2010,Whole Year ,Onion,241,603
Assam,NALBARI,2010,Rabi       ,Rapeseed &Mustard,5000,2960
Assam,KAMRUP,2010,Rabi       ,Arecanut,4284,7428
Assam,MARIGAON,2010,Whole Year ,Dry ginger,229,2006
Assam,BARPETA,2010,Whole Year ,Black pepper,58,81
Assam,BAKSA,2010,Whole Year ,Sweet potato,116,653
Assam,GOLAGHAT,2011,Autumn     ,Paddy,2489,4779
